id,scenathon_id,pathway,country_id,alpha3,iteration,TradeAdjusment,submission_id,Year,GDP,Population,kcal_hist,kcal_targ,kcal_feas,fat_feas,prot_feas,kcal_mder,LNPPMatureForest,LNPPMatureOtherLand,PATarget,AgroecoSh,ProtectedAreasForest,ProtectedAreasOtherNat,ProtectedAreasOther,OECMAreas,CalcBioScore,HistCropland,HistHarvArea,HistPasture,HistUrban,HistForest,HistOtherLand,CalcCropland,CalcPasture,CalcForest,CalcNewForest,CalcOtherLand,NewOtherLand,CalcUrban,TotalLand,ForestChange,NewForestChange,NetForestChange,HistCropAllCO2e,HistCropCO2,HistCropN2O,HistCropCH4,CalcCropAllCO2e,CalcCropN2O,CalcCropCH4_CH4,CalcCropCH4,CalcCropCO2,HistLiveAllCO2e,HistLiveN2O,HistLiveCH4,CalcLiveAllCO2e,CalcLiveCH4_CH4,CalcLiveCH4,CalcLiveN2O,CalcAllAgriCO2e,CalcDeforCO2,CalcOtherLUCCO2,CalcSequestCO2,CalcPeatCO2,CalcAllLandCO2e,GHGbiofuels,HistWFblue,CalcWFblue,CalcSequestAband,CalcSequestAffor,CalcFarmLabourFTE,CalcN_org,CalcN_synth,HistN_org,HistN_synth,TotalP,HistP
9923,16,CurrentTrend,7,COL,2,No,269,2030,412.4642406,54.129764,0,2731.788551,2493.49637,74.28837996,61.47104336,1865.501628,55432.72311,834.0071229,NULL,0.379971384,20087.061,2078.838,2155.159,10800.903,72.02897072,0,0,0,0,0,0,3910.63407,36608.85669,61246.66473,663.3333333,2078.838,6112.840263,328.8329094,110950,-0.521979517,158.3333333,157.8113538,8.93890032,0,5.31258,3.62632032,6.144250056,2.428191979,0.078375178,2.131804847,1.58425323,77.04388108,15.3021414,61.74173968,58.97974581,1.748270526,47.5529583,11.42678751,63.29816685,0.043204941,0.22547109,-26.5498632,NULL,-26.28118717,-1.825829009,0,0,-21.05936473,-5.490498465,148.8704076,123.3244538,237.4903437,0,0,110.3073661,0
9924,16,CurrentTrend,7,COL,2,No,269,2035,473.4354886,55.403609,0,2757.193185,2513.369875,74.02491712,60.20304236,1867.154047,55432.34517,834.0071229,NULL,0.367690963,20087.061,2078.838,2155.159,10800.903,72.02897072,0,0,0,0,0,0,3744.233271,35245.41511,61246.14275,821.6666667,2078.838,7457.436835,356.2673641,110950,-0.521979517,158.3333333,157.8113538,0,0,0,0,5.350199914,2.315711739,0.058575743,1.593260212,1.441227963,0,0,0,59.0541119,1.754172895,47.71350274,11.34060917,62.35088457,0.043204941,0.22547109,-33.47990946,NULL,-33.21123343,-2.053427251,0,0,-26.67886488,-6.801044581,143.3832993,117.4551689,231.1695405,0,0,108.3098029,0
9925,16,CurrentTrend,7,COL,2,No,269,2040,550.9780563,56.298077,0,2782.597818,2533.074943,73.75690012,58.93532816,1867.25321,55431.96723,834.0071229,NULL,0.355842728,20087.061,2078.838,2155.159,10800.903,72.02897072,0,0,0,0,0,0,3591.190343,33682.09823,61245.62078,980,2078.838,8988.550831,383.7018188,110950,-0.521979517,158.3333333,157.8113538,0,0,0,0,4.57547558,2.196542671,0.039310618,1.069248818,1.309684091,0,0,0,58.69100722,1.747244071,47.52503873,11.16596849,60.9854573,0.043204941,0.22547109,-41.18187052,NULL,-40.91319449,-2.281025494,0,0,-33.07027982,-8.111590698,137.9420672,111.2940116,224.0681463,0,0,105.8987433,0
9926,16,CurrentTrend,7,COL,2,No,269,2045,643.7156786,56.812317,0,2808.002451,2552.412572,73.47730823,57.66845121,1865.679033,55431.58929,834.0071229,NULL,0.340054869,20087.061,2078.838,2155.159,10800.903,72.02897072,0,0,0,0,0,0,3428.096707,31959.72289,61245.0988,980,2078.838,10847.10733,411.1362735,110950,-0.521979517,0,-0.521979517,0,0,0,0,3.791825114,2.050961436,0.021005966,0.571362271,1.169501407,0,0,0,57.91696842,1.728168457,47.00618203,10.91078639,59.42776804,0.043204941,0.22547109,-48.88282421,NULL,-48.61414818,-2.281025494,0,0,-40.77123351,-8.111590698,130.108416,103.7842297,213.7133258,0,0,101.8501307,0
9927,16,CurrentTrend,7,COL,2,No,269,2050,742.5403771,56.987651,0,2833.407085,2571.418958,73.18889812,56.40233387,1863.146751,55431.21134,834.0071229,NULL,0.32389744,20087.061,2078.838,2155.159,10800.903,72.02897072,0,0,0,0,0,0,3276.970478,30136.23687,61244.57682,980,2078.838,12794.80711,438.5707283,110950,-0.521979517,0,-0.521979517,10.79484486,0,6.5790543,4.21579056,3.059083706,1.907218964,0.004127197,0.112259761,1.03960498,84.56313576,16.7225604,67.84057536,56.79885142,1.698838284,46.20840133,10.59045009,57.57690964,0.043204941,0.22547109,-56.95270329,NULL,-56.68402726,-2.281025494,0,0,-48.8411126,-8.111590698,122.3912695,96.42124786,203.2446499,0,0,97.66567689,0
10137,18,GlobalSustainability,58,GRC,3,Yes,275,2000,201.451,11.038109,2863.180354,2863.180354,2846.199604,121.4958599,100.0601956,1892.567493,2663.506,1332.094,0.17,0.382462354,1513.054,703.103,1705.478,0,65.74726701,3854,2968.503,4675,0,3600.2296,760.7704,3854,4584.605032,3600.2296,0,738.6492115,0,112.5161561,12890,0,0,0,5.73352,2.8581264,2.5766832,0.2987104,4.156175579,1.873732495,1.07E-02,0.291177621,1.991265464,6.42428982,1.6598127,4.76447712,4.010788193,0.113297081,3.081680609,0.929107584,8.166963772,0,0,0,NULL,0,0,0,0,0,0,166.1839258,46.47967179,201.2107373,66.71374531,285,41.14573995,113
10138,18,GlobalSustainability,58,GRC,3,Yes,275,2005,243.759,11.113448,2836.327532,2836.327532,2808.790281,125.101387,94.31782125,1889.014116,2663.506,1332.094,0.17,0.381617196,1513.054,703.103,1705.478,0,65.74726701,3775,2861.073,4230,0,3751.0163,1133.9837,3762.276696,4170.537437,3600.2296,0,736.8315967,489.432366,130.6923042,12890,0,0,0,5.41843754,2.8653939,2.232867,0.32017664,3.980599378,1.658576318,1.16E-02,0.315735351,2.00628771,6.280764,1.6294824,4.6512816,3.999242289,0.113103711,3.07642095,0.922821339,7.979841667,0,3.02E-02,-0.483782452,NULL,-0.453599025,0,0,0,-0.483782452,0,156.0540874,45.86903549,164.7674932,65.30682897,224,32.40577193,87.0922
10139,18,GlobalSustainability,58,GRC,3,Yes,275,2010,239.78,11.033783,2554.453079,2554.453079,2524.832199,113.6988258,88.74763086,1876.526497,2663.506,1332.094,0.17,0.408934088,1513.054,703.103,1705.478,0,65.74726701,3704,2649.037,3785,0,3901.803,1499.197,3689.221341,3722.832121,3600.2296,0,734.7203598,991.1919046,151.8046737,12890,0,0,0,4.33816738,1.8679599,2.046135,0.42407248,3.360681617,1.487125148,1.55E-02,0.421380104,1.452176366,6.27666888,1.6149588,4.66171008,4.019751356,0.114062149,3.102490443,0.917260912,7.380432973,0,3.51E-02,-0.979749775,NULL,-0.944690439,0,5440.9984,0,-0.979749775,0,152.7923533,49.78228909,137.775999,63.80815277,213,26.18072881,68.92431
10140,18,GlobalSustainability,58,GRC,3,Yes,275,2015,195.684,10.806641,2536.041327,2536.041327,2506.882421,110.7092347,82.9234085,1870.170759,2661.661,1337.306,0.17,0.442343744,1705.531,822.862,1912.281,0,65.74726701,3282,2522.584,2917,0,3901.803,2783.197,3264.833959,2874.857683,3600.2296,0,822.862,2150.889168,176.3275895,12890,0,0,0,2.14705188,0.1960268,1.5479646,0.40306048,1.69080673,1.139374761,1.48E-02,0.40189483,0.149537139,5.59805976,1.4459172,4.15214256,3.803616264,0.108632332,2.954799418,0.848816846,5.494422995,0,0.040722911,-2.215607848,NULL,-2.174884937,0,5440.9984,0,-2.215607848,0,144.7968963,45.97242036,109.3554364,60.03045599,164.463,21.79665152,50.483
10141,18,GlobalSustainability,58,GRC,3,Yes,275,2020,185.552,10.512232,2479.290951,2479.290951,2436.365862,113.5528988,78.19363483,1867.56974,2695.152,1322.873,0.17,0.376928366,1733.082,812.475,1893.326,0,65.74726701,3220.1601,2040.56,2647.0279,0,3901.8,3113.7721,3200.221013,2606.119926,3600.229587,0,820.0135718,2458.603902,204.812,12890,-1.29E-05,0,-1.29E-05,2.41080442,0.2273216,1.6819257,0.50155712,1.726922264,1.051013668,1.84E-02,0.500017422,0.175891174,5.05560134,1.3143039,3.74129744,3.325291363,9.61E-02,2.614490863,0.710800499,5.052213626,2.04E-07,4.73E-02,-2.519770382,NULL,-2.472468845,0,5440.9984,0,-2.519770382,0,130.6870152,44.16854532,107.0529636,56.77860726,202.945,22.85254965,64.87911
10142,18,GlobalSustainability,58,GRC,3,Yes,275,2025,185.383437,10.21516,0,2479.290951,2285.648459,106.1552988,75.34626405,1870.081718,2695.152,397.0358198,0.17,0.371533158,1733.082,812.475,1893.326,0,73.06283408,0,0,0,0,0,0,3200.221013,2346.703486,3600.229587,0,820.0135718,2718.020343,204.812,12890,0,0,0,0,0,0,0,1.60933897,1.091678163,1.26E-02,0.341769633,0.175891174,0,0,0,2.978191635,8.55E-02,2.325989577,0.652202058,4.587530604,0,0,-2.776192168,NULL,-2.776192168,0,0,0,-2.776192168,0,108.7852092,47.68243631,108.4992337,0,0,20.88061921,0
10143,18,GlobalSustainability,58,GRC,3,Yes,275,2030,190.5766593,9.917137,0,2421.99607,2221.436421,101.5790198,74.75238927,1869.832225,2695.152,397.0358198,0.17,0.372270692,1733.082,812.475,1893.326,0,80.34299021,0,0,0,0,0,0,3200.221013,2043.827831,3600.229587,0,820.0135718,3020.895997,204.812,12890,0,0,0,2.28300592,0,1.9562088,0.32679712,1.56455477,1.078949642,1.14E-02,0.309713954,0.175891174,5.88028074,1.3632801,4.51700064,2.605320803,0.074782764,2.034091188,0.571229615,4.169875573,0,0,-3.075571484,NULL,-3.075571484,0,0,0,-3.075571484,0,99.43541843,48.65975296,107.2553938,0,0,21.29160436,0
10144,18,GlobalSustainability,58,GRC,3,Yes,275,2035,198.4135339,9.585449,0,2338.052406,2129.657706,95.03132752,73.89494333,1865.134463,2695.152,397.0358198,0.17,0.373292907,1733.082,812.475,1893.326,0,87.6099156,0,0,0,0,0,0,3200.221013,1663.374073,3600.229587,0,820.0135718,3401.349755,204.812,12890,0,0,0,0,0,0,0,1.528131885,1.062959975,0.010635321,0.289280736,0.175891174,0,0,0,2.138906963,6.14E-02,1.669946609,0.468960354,3.667038848,0,0,-3.451633357,NULL,-3.451633357,0,0,0,-3.451633357,0,92.04815685,49.73003514,105.6905515,0,0,21.7983676,0
10145,18,GlobalSustainability,58,GRC,3,Yes,275,2040,207.1147805,9.241163,0,2227.459961,2009.136438,86.51367218,72.71653691,1858.233375,2695.152,397.0358198,0.17,0.376227863,1733.082,812.475,1893.326,0,93.72193792,0,0,0,0,0,0,3200.221013,1234.726562,3600.229587,0,820.0135718,3829.997267,204.812,12890,0,0,0,0,0,0,0,1.497406086,1.044481041,1.02E-02,0.27703387,0.175891174,0,0,0,1.615960949,4.64E-02,1.263083881,0.352877068,3.113367034,0,0,-3.875332643,NULL,-3.875332643,0,0,0,-3.875332643,0,85.81667959,50.92809479,103.8014444,0,0,22.38504486,0
10146,18,GlobalSustainability,58,GRC,3,Yes,275,2045,214.946031,8.879792,0,2090.218733,1859.304617,76.08252748,71.15648248,1853.194779,2695.152,397.0358198,0.17,0.381109779,1733.082,812.475,1893.326,0,97.14417745,0,0,0,0,0,0,3200.221013,779.0505962,3600.229587,0,820.0135718,4285.673232,204.812,12890,0,0,0,0,0,0,0,1.470325627,1.023334194,9.97E-03,0.271100258,0.175891174,0,0,0,1.062518109,3.07E-02,0.834024104,0.228494005,2.532843737,0,0,-4.325748373,NULL,-4.325748373,0,0,0,-4.325748373,0,80.22710667,52.26603085,101.4999332,0,0,23.05216234,0
10147,18,GlobalSustainability,58,GRC,3,Yes,275,2050,220.5787248,8.492394,0,2079.55922,1787.73053,73.18175,69.41842987,1852.272293,2695.152,397.0358198,0.17,0.397454533,1733.082,812.475,1893.326,0,99.60209946,0,0,0,0,0,0,3200.221013,694.6235184,3600.229587,0,820.0135718,4370.10031,204.812,12890,0,0,0,2.27094954,0,1.9461897,0.32475984,1.462790529,1.028712281,9.49E-03,0.258187074,0.175891174,5.5925548,1.3041756,4.2883792,0.9501667,0.027419811,0.745818856,0.204347844,2.412957229,0,0,-4.40920084,NULL,-4.40920084,0,0,0,-4.40920084,0,76.00329025,54.40359369,102.3733738,0,0,23.90467893,0
10148,17,NationalCommitments,58,GRC,3,Yes,275,2000,201.451,11.038109,2863.180354,2863.180354,2846.199604,121.4958599,100.0601956,2385.917247,2663.506,1332.094,0.17,0.382462354,1513.054,703.103,1705.478,0,65.74726701,3854,2968.503,4675,0,3600.2296,760.7704,3854,4584.605032,3600.2296,0,738.6492115,0,112.5161561,12890,0,0,0,5.73352,2.8581264,2.5766832,0.2987104,4.156175579,1.873732495,1.07E-02,0.291177621,1.991265464,6.42428982,1.6598127,4.76447712,4.010788193,0.113297081,3.081680609,0.929107584,8.166963772,0,0,0,NULL,0,0,0,0,0,0,166.1839258,46.47967179,201.2107373,66.71374531,285,41.14573995,113
10149,17,NationalCommitments,58,GRC,3,Yes,275,2005,243.759,11.113448,2836.327532,2836.327532,2808.790281,125.101387,94.31782125,2378.874981,2663.506,1332.094,0.17,0.381617196,1513.054,703.103,1705.478,0,65.74726701,3775,2861.073,4230,0,3751.0163,1133.9837,3762.276696,4170.537437,3600.2296,175,722.5002608,328.7637019,130.6923042,12890,0,175,175,5.41843754,2.8653939,2.232867,0.32017664,3.980599378,1.658576318,1.16E-02,0.315735351,2.00628771,6.280764,1.6294824,4.6512816,3.999242289,0.113103711,3.07642095,0.922821339,7.979841667,0,3.02E-02,-0.60173625,NULL,-0.571552822,0,0,0,-0.324968517,-0.276767734,156.0540874,45.86903549,164.7674932,65.30682897,224,32.40577193,87.0922
10150,17,NationalCommitments,58,GRC,3,Yes,275,2010,239.78,11.033783,2554.453079,2554.453079,2524.832199,113.6988258,88.74763086,2363.597981,2663.506,1332.094,0.17,0.408934088,1513.054,703.103,1705.478,0,65.74726701,3704,2649.037,3785,0,3901.803,1499.197,3689.221341,3722.832121,3600.2296,302,709.9885687,713.9236957,151.8046737,12890,0,127,127,4.33816738,1.8679599,2.046135,0.42407248,3.360681617,1.487125148,1.55E-02,0.421380104,1.452176366,6.27666888,1.6149588,4.66171008,4.019751356,0.114062149,3.102490443,0.917260912,7.380432973,0,3.51E-02,-1.183304329,NULL,-1.148244993,0,5440.9984,0,-0.705682297,-0.477622032,152.7923533,49.78228909,137.775999,63.80815277,213,26.18072881,68.92431
