"id","scenathon_id","country_id","country","iteration","submission_id","year","gdp","population","kcal_hist","kcal_targ","kcal_feas","fat_feas","prot_feas","kcal_mder","lnppmatureforest","lnppmatureotherland","patarget","agroecosh","protectedareasforest","protectedareasothernat","protectedareasother","oecmareas","calcbioscore","histcropland","histharvarea","histpasture","histurban","histforest","histotherland","calccropland","calcpasture","calcforest","calcnewforest","calcotherland","newotherland","calcurban","totalland","forestchange","newforestchange","netforestchange","histcropallco2e","histcropco2","histcropn2o","histcropch4","calccropallco2e","calccropn2o","calccropch4_ch4","calccropch4","calccropco2","histliveallco2e","histliven2o","histlivech4","calcliveallco2e","calclivech4_ch4","calclivech4","calcliven2o","calcallagrico2e","calcdeforco2","calcotherlucco2","calcsequestco2","calcsequestco3","calcalllandco2e","ghgbiofuels","histwfblue","calcwfblue","calcsequestaband","calcsequestaffor","calcfarmlabourfte","calcn_org","calcn_synth","histn_org","histn_synth","totalp","histp"
6674,18,58,"GRC",3,221,"2030","190.576659277173","9.917137","0","2421.99606986235","2221.43642119842","101.579019757079","74.7523892721753","1869.83222466906","2695.152","397.03581977619","0.17","0.372270691662162","1733.082","812.475","1893.326","0","80.3429902127809","0","0","0","0","0","0","3200.22101268044","2043.82783130833","3600.22958712336","0","820.013571830986","3020.89599705689","204.812","12890","0","0","0","2.28300592","0","1.9562088","0.32679712","1.56455477033435","1.07894964178359","1.13865424318844E-02","0.309713954147255","0.175891174403498","5.88028074","1.3632801","4.51700064","2.60532080309317","0.07478276428301","2.03409118849787","0.571229614595295","4.16987557342751","0","0","-3.0755714841561","Null","-3.0755714841561","0","0","0","-3.0755714841561","0","99.4354184346744","48.6597529591849","107.255393768042","0","0","21.2916043599796","0"
4142,16,43,"R_CSA",2,250,"2020","1139.262187019","209.25192900000005","2383.2110026141686","2383.2110026141686","2380.0178173831036","62.79219919587439","66.23923471465058","1841.6674448583758","259513.79499999993","45330.81400000001",NULL,"0.5054935687750978","116681.3559999999","12710.841000000011","29490.509999999995","318.06000000000006","69.25071146899478","39433.89","29057.464","126575.49","0","281321.02","140289.80000000002","39383.33280421125","121938.62748076473","296529.743857486","0","125439.48464172348","2807.9352158144757","1898.0759999999973","587997.2","-136.1474611464073","0","-136.1474611464073","46.87023896","13.652231300000002","21.4746987","11.74330896","45.08039246467237","20.14756774069847","0.4316361622051109","11.740503611979017","13.192321111994884","209.01819969999997","46.69318290000001","162.32501679999996","181.72914799065722","5.197952838559619","141.38431720882164","40.34483078183558","226.57504763344124","10.050079404409871","3.4894050862207795","-12.709211784735555",NULL,"0.830272705895096","-0.23449282188836235","28466.433772982695","18749.90345326127","-12.709211784735555","0","3124.229977477402","1007.1599207425404","1806.7623107349186","1041.2116586563","1967.40424","674.0013790664077","1018.45556"
4143,16,43,"R_CSA",2,250,"2025","1317.8320379915936","217.825881","0","2490.228543939824","2485.65705697351","75.93878900202876","71.81711160532114","1854.9221261733467","248546.6480581724","52085.0567271452",NULL,"0.5117101465001681","116681.35599999993","12710.84100000001","29490.509999999995","318.06000000000006","74.73014560091609","0","0","0","0","0","0","38271.65564796269","140557.3259301145","280865.42592832004","0","122796.79003024797","3336.645719559194","2169.3567437956463","587997.2000000001","-15664.317929165962","0","-15664.317929165962","0","0","0","0","46.390620855883284","21.12452010217328","0.4630913660163763","12.596085155645435","12.670015598064571","0","0","0","222.6902043465437","6.380542487921669","173.55075567146937","49.13944867507433","268.8463323805387","1134.5959804624736","20.713862473221297","-5.403234511968868",NULL,"1149.906608423726","-0.23449282188836235","0","18741.307364893357","-5.403234511968868","0","2939.1209377342675","1078.5338599700526","1871.2836575210258","0","0","708.8599038442761","0"
4144,16,43,"R_CSA",2,250,"2030","1492.75875292394","225.21683199999998","0","2597.246085265478","2592.942577065406","89.11491235344994","77.42813529127399","1862.386156981396","239350.0500488806","51040.822101817335",NULL,"0.5189474317972718","116681.35599999996","12710.841000000008","29490.509999999995","318.06000000000006","80.11412519857231","0","0","0","0","0","0","37818.017947148495","156137.353181296","267729.97366818314","0","120334.88122019435","3536.336495586729","2440.637487591295","587997.2","-13135.452260136895","0","-13135.452260136895","38.6191648","0","24.461673599999997","14.1574912","47.01874136993077","21.89061060154416","0.46585479102339383","12.671250315836312","12.456880452550303","231.39767684","49.88763779999999","181.51003904","262.68823814074875","7.536297630798731","204.98729555772547","57.70094258302326","309.47248668879115","951.4584825212156","23.544929971531133","-6.307070309069337",NULL,"968.6963421836774","-0.23449282188836235","0","18652.621515837494","-6.307070309069337","0","2835.8393304780984","1134.3356288904238","1919.6283487884584","0","0","735.508416153082","0"
4271,16,55,"DNK",2,205,"2005","280.921","5.436312","3039.7961851748582","3039.7961851748582","3021.3703593247583","127.45168104563913","102.26734455062827","2082.0425076740894","92.608","79.90200000000002","0.17","0.3075453998219355","90.934","55.511","364.52","0","44.88604068756099","2339","1698.1209999999999","368","0","579.045","713.955","2330.4813885135363","363.27343475743675","571.6","67.4","550.5605232489045","0","116.68465348012278","4000.0000000000005","0","67.4","67.4","4.902406539999999","2.0551258","2.8160768999999997","0.031203840000000004","4.628851307258933","2.702819574750098","0.0010590577640138097","0.02880637118117562","1.8972253613276595","7.745379060000001","0.9414405","6.8039385600000015","5.875790018741284","0.18895843160900017","5.139669339764804","0.7361206789764805","10.504641326000218","0","1.185230076160652","-0.30342613639761223",NULL,"0.8818039397630397","0","0","41.79077064555735","0","-0.30342613639761223","19.024344332342125","160.01256484065058","177.68888824512405","172.5011224605","179.046","42.367128026773784","41.662"
6326,18,1,"ARG",3,260,"2050","1030.88060658676","51.621175","0","3079.54546523517","3067.24506553719","109.135868845824","105.241501811841","2086.3215805948","80526.146","239.704525353793","0","0.370486367097204","31117.219899165","179.368218357572","7145.555","0","71.1266756057739","0","0","0","0","0","0","31440.8802035782","49951.3339858366","31117.219899165","1926","106530.351788645","51970.790122775","732.423999999999","273669","0","0","0","22.86080966","0","20.1207279","2.74008176","14.9008802675808","8.35415510710234","3.26644586204282E-02","0.888473274475646","5.65825188600276","141.63199208","30.5127732","111.11921888","97.9674170110653","2.84131120454039","77.2836647634987","20.6837522475667","109.872642356302","0","0","-214.05641222005","Null","-214.05641222005","-2.99565492234405","0","4251.601551615","-198.656334162015","-15.4000780580354","115.896936224434","88.2414149501572","591.869719580126","0","0","260.426960443992","0"
5127,18,31,"NOR",3,190,"2050","2.81E-03","5.898989","0","2424.414978","2405.746592","93.94826932","90.22521684","2346.050346","10157.764","10448.21533","0.17","0.228386023","1635.390485","3050.62696","5593.331","0","100","0","0","0","0","0","0","779.8287749","140.7830073","12110.37309","0","23021.69624","121.1943166","350.5245749","36524.4","1.82E-12","0","1.82E-12","1.2676482","0","1.2676482","0","1.049580245","0.494483912","5.62E-05","1.53E-03","0.553567121","3.46262476","0.4052958","3.05732896","2.362485134","7.39E-02","2.01053727","0.351947864","3.412065379","0","4.79E-02","-0.137451603",NULL,"-0.089591444","0","0","5.489127368","-0.137451603","0","3.773654922","40.62092806","23.24715373","0","0","8.052407853","0"
5535,17,31,"NOR",2,190,"2000","0.001","4.491202","2880.89069338051","2880.89069338051","2933.68844806315","131.936023981416","88.8358779693627","2076.85424935844","10161.614","8851.915","0.17","0.130786891704498","867.972","2744.891","5530.998","0","95.2130973","884","358.948","158","0","12113","23369.4","884","160.340489856804","12113","0","23182.5569229355","0","184.502587207673","36524.4","0","0","0","2.98727826","1.8304052","1.1531793","0.00369376","1.9327079356508","0.57329152101074","1.00653646904701E-04","2.73777919580788E-03","1.35667863544425","3.60965554","0.5845749","3.02508064","3.15117135939178","0.0987730370932","2.68662660893504","0.464544750456738","5.08387929504258","0","0","0","Null","0","0","0","5.71832493466277","0","0","4.04051654224525","36.4470191485495","25.7565967976657","49.1736300927","102","10.8918568664908","30"
5536,17,31,"NOR",2,190,"2005","1.11493391357752E-03","4.623689","2998.758442156","2998.758442156","3064.24766611001","148.042810601176","92.5367426796397","2081.99554079005","10161.614","8851.915","0.17","0.13506143028008","867.972","2744.891","5530.998","0","95.2130973","867","354.109","169","0","12107.5","23380.9","867","165.624668935228","12110.3644633275","0","23157.9180331122","17","206.492834625015","36524.4","-2.63553667245287","0","-2.63553667245287","3.0806293","1.9072478","1.1697231","0.0036584","2.02219655502538","0.578132093087428","1.0164113242746E-04","2.76463880202691E-03","1.44129982313592","3.47406974","0.5714163","2.90265344","2.93670245691919","9.19931164839644E-02","2.50221276836383","0.434489688555358","4.95889901194457","5.70590502039513E-02","0.179664946564497","-2.24311200672053E-02","Null","0.214292876701243","0","0","4.94793673075272","-2.24311200672053E-02","0","3.98693367530169","36.3177862392612","25.6229234290498","48.0587153303","105.549","10.536263708597","28.64"
5678,18,31,"NOR",2,190,"2000","0.001","4.491202","2880.89069338051","2880.89069338051","2933.68844806315","131.936023981416","88.8358779693627","2336.92203188835","10161.614","8851.915","0.17","0.130786891704498","867.972","2744.891","5530.998","0","95.2130973","884","358.948","158","0","12113","23369.4","884","160.340489856804","12113","0","23182.5569229355","0","184.502587207673","36524.4","0","0","0","2.98727826","1.8304052","1.1531793","0.00369376","1.9327079356508","0.57329152101074","1.00653646904701E-04","2.73777919580788E-03","1.35667863544425","3.60965554","0.5845749","3.02508064","3.15117135939178","0.0987730370932","2.68662660893504","0.464544750456738","5.08387929504258","0","0","0","Null","0","0","0","5.71832493466277","0","0","4.04051654224525","36.4470191485495","25.7565967976657","49.1736300927","102","10.8918568664908","30"
5537,17,31,"NOR",2,190,"2010","1.16922284480339E-03","4.889741","2630.65036480624","2630.65036480624","2484.26997321373","99.4564379588846","88.8603939681366","2087.70935004533","10161.614","8851.915","0.17","0.146325483902219","867.972","2744.891","5530.998","0","95.2130973","830.1","329.327","175.8","0","12102","23416.5","830.1","173.477579444345","12108.5476851143","0","23127.2707092226","53.9000000000015","231.104026218775","36524.4","-1.81677821324411","0","-1.81677821324411","3.01109922","1.9607703","1.0465182","0.00381072","2.26050698764461","0.599315776703693","1.18464388225038E-04","3.22223135972105E-03","1.65796897958119","3.27724424","0.5437068","2.73353744","2.7804846783458","8.69935250305036E-02","2.3662238808297","0.4142607975161","5.0409916659904","3.91976556903774E-02","0.209930103259537","-7.11198453895508E-02","Null","0.178007913560364","0","67.70005","6.12418191879224","-7.11198453895508E-02","0","4.03317064231912","39.7388011451232","21.6603720970515","46.9964528906","85.366","8.10419721500441","18.064"
5538,17,31,"NOR",2,190,"2015","1.2738583046348E-03","5.190356","2345.4310274878","2345.4310274878","2355.02451649331","92.346683646906","84.0261698173164","2092.49318905166","10165.924","8747.566","0.17","0.146996613136043","959.654","2833.345","5584.108","0","95.2130973","810.163","308.131","175.873","0","12141","23392.04","810.163","171.367291288983","12108.5476851143","0","23101.8364800213","73.8370000000032","258.648543575459","36524.4","0","0","0","1.81830156","0.7838358","1.0323768","0.00208896","1.19388429208238","0.515703279592129","6.62713587993482E-05","1.80258095934227E-03","0.676378431530913","3.23200156","0.5441982","2.68780336","2.71599162877502","8.49289422146375E-02","2.31006722823814","0.405924400536883","3.90987592085741","0","0.212497294243961","-9.74262713177787E-02","Null","0.115071022926183","0","67.70005","5.80949957609358","-9.74262713177787E-02","0","3.90064210538829","41.0480241897126","23.2556261268644","47.5693921912","102.598","8.06995352807868","21.269"
6052,16,28,"SWE",2,264,"2000","364.796","8.882792","3122.4177881743076","3122.4177881743076","3323.3557815936697","92.82988871737297","84.8678083716783","2086.2823218035187","18220.719999999998","303.952","0.68","0.22172925425112852","2229.1369999999997","121.80100000000002","607.81","0","94.92863416671753","2602.2","1374.18","371.9","0","28163","9596.87","2602.2","370.25642918481685","28163","0","9441.804254509909","0","119.47102714946803","40696.73171084419","0","0","0","1.9231758","0","1.9231758","0","2.607663823821504","1.437683412955883","0.0001447107273881899","0.003936131784958765","1.1660442790806622","5.014194239999999","0.6770400000000001","4.337154239999999","4.283693605114507","0.13609078448325818","3.7016693379446224","0.5820242671698849","6.873665611739104","0","0","0",NULL,"0","-0.017691817196906358","0","266.18071779150176","0","0","27.54886271482487","84.32537229501428","93.39929329149427","76.685531158","196.716","82.68750003543143","39.042"
6053,16,28,"SWE",2,264,"2005","415.273","9.047752","3280.6358962536997","3280.6358962536997","3479.8752105697167","86.24162014976328","92.29514305736454","2093.162045233744","18220.719999999998","303.952","0.68","0.20216735580873355","2229.1369999999997","121.80100000000002","607.81","0","94.92863416671753","2690","1321.961","511","0","28118","9414.77","2696.000816841608","492.51666526471433","28088.56422365532","683.9999999999999","8617.657792731425","0","134.54436729368445","40713.283865786754","-74.43577634467874","683.9999999999999","609.5642236553211","1.6613415","0","1.6613415","0","3.445844889323384","1.4193117665098647","0.00019855578761580637","0.005400717423149933","2.0211324053903694","4.7677076","0.6487572","4.118950399999999","4.035956837104445","0.12817000492467426","3.4862241339511395","0.5497327031533058","7.347901720292921","2.2468705701197558","2.012560917250855","-2.319886991689155",NULL,"1.9395444956814556","-0.13390000613490793","0","253.9469160945299","0","-2.319886991689155","25.027425185105905","80.36018175781115","82.50589329286024","72.48323243550001","161.5","69.31778419263897","35.300000000000004"
6054,16,28,"SWE",2,264,"2010","453.619","9.41557","2679.6327041268346","2679.6327041268346","2878.4587691117304","65.90762579680091","79.68973776229575","2089.8116114944473","18220.719999999998","303.952","0.68","0.19762539672252888","2229.1369999999997","121.80100000000002","607.81","0","94.92863416671753","2621.5","1257.8500000000001","451.9","0","28073","9587.27","2627.7763641292463","443.3401805150093","28088.342937547837","683.9999999999999","8616.181568521057","103.73012601304981","151.51947047220534","40714.89064719841","-0.22128610748404753","0","-0.22128610748404753","1.6272984","0","1.6272984","0","3.0734668774800133","1.3019497406038185","0.00018198230938371596","0.004949918815237074","1.7665672180609577","4.4959904","0.6220032000000001","3.8739871999999997","3.8734332210882156","0.12250178970171578","3.332048679886669","0.5413845412015468","6.437709468227155","0","0.0657059187633185","-2.319886991689155",NULL,"-2.2541810729258365","-0.5091906303410746","41.322622","215.46944305743904","0","-2.319886991689155","24.805366718053207","72.8586275529068","76.60778075453986","67.86522262570001","167.19400000000002","43.71183839102029","22.387"
4145,16,43,"R_CSA",2,250,"2035","1669.8687888612053","230.30201699999995","0","2704.2636265911337","2700.0237385465553","102.27485214024745","83.01653302868348","1863.952683049756","232736.4156120625","50256.852680939846",NULL,"0.5262959382477798","116681.35599999999","12710.841000000008","29490.509999999995","318.06000000000006","85.40860492031652","0","0","0","0","0","0","37624.62574956646","167284.41793742098","258283.7546072816","0","118486.57895434591","3605.904519998192","2711.9182313869437","587997.2000000001","-9446.219060901552","0","-9446.219060901552","0","0","0","0","47.468900051668896","22.52348917577557","0.46247768251128146","12.579392964306855","12.366017911586464","0","0","0","298.76731189846475","8.579103809308776","233.3516236131987","65.41568828526607","346.0017191282453","684.2885233951642","19.757222135252732","-6.621947500933017",NULL,"697.4237980294839","-0.23449282188836235","0","18620.37185072238","-6.621947500933017","0","2767.39943223868","1185.9108800545196","1955.774682180438","0","0","759.2391787448881","0"
6055,16,28,"SWE",2,264,"2015","505.10400000000004","9.851017","2497.4527590364155","2497.4527590364155","2691.018941322769","61.54085467070813","72.85635400012963","2083.6780940384024","18143.201","317.956","0.68","0.2690867309163786","2325.615","123.957","623.96","0","94.92863416671753","2578.52","1277.2329999999997","449.84","0","27980","9722.714","2570.7371300493564","440.00819062970913","28087.367925280007","683.9999999999999","8614.753528702777","134.82755378808542","170.63627704357393","40702.33060549351","-0.975012267830607","0","-0.975012267830607","1.8474456000000001","0","1.8474456000000001","0","3.5255521151375073","1.6116964693406386","0.00019537990771842657","0.005314333489941202","1.9085413123069275","4.255197859999999","0.5925465000000001","3.6626513599999995","3.673915949335666","0.11593485769255008","3.153428129237362","0.5204878200983043","6.5045793933206095","0.008982321872395489","0.08391186899931162","-2.319886991689155",NULL,"-2.226992800817448","-0.6948886711525637","41.322622","215.7900947124067","0","-2.319886991689155","35.30505633605228","86.88691082556937","101.59221575350574","65.03253087110001","190.228","54.74185009423326","28.602"
6056,16,28,"SWE",2,264,"2020","537.889","10.379295","2580.958090406901","2862.668090406901","3054.271165492407","63.15050447403276","76.56453809287117","2082.143322439129","17614.326999999997","396.044","0.68","0.3108689880494511","2454.5690000000004","138.23000000000002","651.21","0","94.92863416671746","2542.03","1158.8299999999997","463.52","0","27980","9614.8132","2532.589353524174","446.64565740826254","28087.367925280007","683.9999999999999","8601.657445037295","157.93578918812818","192.16499999999985","40702.36117043787","0","0","0","1.9703502","0","1.9703502","0","3.954596299878922","1.9214739971428354","0.00018886927170667887","0.005137244190421665","2.0279850585456654","4.08120722","0.5701604999999998","3.5110467199999995","3.43113372904792","0.1087486393869611","2.9579629913253416","0.47317073772257817","6.678087635604381","0","0.11378425183508825","-2.319886991689155",NULL,"-2.206102739854067","-0.707642393322462","41.322622","273.54437166982484","0","-2.319886991689155","37.86493400094789","106.3320104651134","129.03637764592307","63.33907188750001","215.171","77.36774028782477","38.11"
6057,16,28,"SWE",2,264,"2025","654.2782746039845","10.744555349640805","0","2862.668090406901","3054.647401503794","63.19142725760503","76.6280736876026","2088.473269232794","17614.326999999997","462.6657510215075","0.68","0.31564632296592376","5946.072833333334","334.49800000000005","651.21","0","94.95722944328568","0","0","0","0","0","0","2522.371037244568","508.3161090477409","28087.367925280007","683.9999999999999","8527.595802393635","157.93578918812818","214.99806867845328","40702.58473183253","0","0","0","0","0","0","0","3.898037033955549","1.875323527542121","0.00018787303698439072","0.005110146605975427","2.0176033598074525","0","0","0","4.272520475570674","0.1359800926006433","3.698658518737498","0.5738619568331761","7.550933704729651","0","0.3529516887267774","-2.319886991689155",NULL,"-1.9669353029623777","-0.6196238047965713","0","289.7089030742402","0","-2.319886991689155","39.880385066053634","103.73077111172785","127.21895736664428","0","0","74.34414340528058","0"
