scenathon_id,country_id,country,pathway_id,pathway,iteration,tradeadjusment,submission_id,year,gdp,population,kcal_hist,kcal_targ,kcal_feas,fat_feas,prot_feas,kcal_mder,lnppmatureforest,lnppmatureotherland,patarget,agroecosh,protectedareasforest,protectedareasothernat,protectedareasother,oecmareas,calcbioscore,histcropland,histharvarea,histpasture,histurban,histforest,histotherland,calccropland,calcpasture,calcforest,calcnewforest,calcotherland,newotherland,calcurban,totalland,forestchange,newforestchange,netforestchange,histcropallco2e,histcropco2,histcropn2o,histcropch4,calccropallco2e,calccropn2o,calccropch4_ch4,calccropch4,calccropco2,histliveallco2e,histliven2o,histlivech4,calcliveallco2e,calclivech4_ch4,calclivech4,calcliven2o,calcallagrico2e,calcdeforco2,calcotherlucco2,calcsequestco2,calcsequestco3,calcalllandco2e,ghgbiofuels,histwfblue,calcwfblue,calcsequestaband,calcsequestaffor,calcfarmlabourfte,calcn_org,calcn_synth,histn_org,histn_synth,totalp,histp,lnppnewforest,lnppnewotherland,kcal_pou
16,1,ARG,1,CurrentTrends,4,No,478,2010,552.738,41.100123,2729.333937,2729.333937,2717.532154,93.24597678,91.14399065,1829.435694,80046.323,253.376,,0.552689437,13741.006,182.989,6819.262,0,71.12667561,39003.1,30028.678,87264.8,0,30214,117187.1,39003.1,88757.13467,31101.59645,298,107269.8728,6668.727109,570.5689715,273669,-719.4916445,150,-569.4916445,24.90931696,11.2182021,12.0295539,1.66156096,23.26680895,10.68818177,6.10680627855108E-02,1.661051308,10.91757587,104.5578059,22.8655245,81.69228144,100.5416622,2.909226113,79.13095028,21.41071188,120.8128162,54.66663886,43.18141434,-29.04396795,,68.80408525,-2.995654922,12229.997,2898.304371,-26.66119367,-2.382774279,159.1128064,162.2486349,552.2896541,166.7163112,771.245,213.2664566,683.667,238.4,5334.981687,2875.866969
16,1,ARG,2,NationalCommitments,4,No,478,2025,598.4148575,46.33752,0,2972.556997,2958.219004,120.5087084,105.1485394,2084.106799,80216.0982,212.8403731,0.3,0.539832252,20326.71566,179.2288697,7145.555,0,71.12667561,0,0,0,0,0,0,37879.38169,77689.12226,30306.58091,2113,106137.5872,18580.14096,972.7236382,273678.5367,-310.0478009,1809,1498.952199,0,0,0,0,26.43445415,14.86795319,5.60908267449592E-02,1.525670487,10.04083047,0,0,0,120.2451845,3.477005626,94.57455304,25.67063141,143.6839837,20.63502995,-24.99545649,-80.83354574,,-85.19397228,-2.995654922,0,4038.873938,-63.93823684,-16.8953089,178.4658181,177.3247968,1045.798154,0,0,449.7102194,0,1690.4,14864.11277,3113.393662
16,1,ARG,2,NationalCommitments,4,No,478,2005,435.297,39.070501,2731.6537,2731.6537,2714.690365,97.39674171,83.70238064,2050.52648,80046.323,253.376,0.3,0.527527872,13741.006,182.989,6819.262,0,71.12667561,34791.6,28209.273,95129.3,0,31796,111952.1,34791.6,96724.55603,31821.0881,148,107343,2337.161378,503.594458,273669,-1556.911904,148,-1408.911904,26.98051638,14.7852297,10.9618782,1.23340848,26.81386187,11.04941067,4.53314244832427E-02,1.233014746,14.53143646,120.4185563,26.1500421,94.26851424,116.5906071,3.379949545,91.93462761,24.65597949,143.4044687,118.2762848,74.82308678,-10.52723021,,182.5721414,-2.63E-07,0,2299.982821,-9.343838956,-1.183391253,166.3417361,146.8133576,675.1640056,149.3774701,640.406,278.1716202,513.245,238.4,5334.981687,2868.606938
16,1,ARG,2,NationalCommitments,4,No,478,2010,552.738,41.100123,2729.333937,2729.333937,2717.532154,93.24597678,91.14399065,2057.815527,80046.323,253.376,0.3,0.552689437,13741.006,182.989,6819.262,0,71.12667561,39003.1,30028.678,87264.8,0,30214,117187.1,39003.1,88757.13467,31101.59645,298,107269.8728,6668.727109,570.5689715,273669,-719.4916445,150,-569.4916445,24.90931696,11.2182021,12.0295539,1.66156096,23.26680895,10.68818177,6.10680627855108E-02,1.661051308,10.91757587,104.5578059,22.8655245,81.69228144,100.5416622,2.909226113,79.13095028,21.41071188,120.8128162,54.66663886,43.18141434,-29.04396795,,68.80408525,-2.995654922,12229.997,2898.304371,-26.66119367,-2.382774279,159.1128064,162.2486349,552.2896541,166.7163112,771.245,213.2664566,683.667,238.4,5334.981687,2875.866969
16,1,ARG,2,NationalCommitments,4,No,478,2015,594.749,43.257065,2877.880119,2877.880119,2870.297177,107.5802527,98.68828318,2061.074555,80135.682,252.569,0.3,0.539161908,14301.064,182.488,7182.996,0,71.12667561,41339.1,35360.945,79400.3,0,29097,123832.6,41339.1,80813.80047,30800.64598,300,107265.1483,12503.85459,646.4506233,273669,-300.9504742,2,-298.9504742,27.2958235,12.7572059,12.7460424,1.7925752,26.87081101,12.91066558,6.58675867155497E-02,1.791598359,12.16854707,108.9213965,23.8325178,85.08887872,105.9398787,3.061820639,83.28152138,22.65835732,129.8150348,22.87564493,25.63954838,-52.38846925,,-3.873275943,-2.995654922,12229.997,3549.797923,-49.9897032,-2.398766053,183.1172176,187.6137804,724.3593922,196.6896796,603.48131,298.4276405,424.76128,240,10003.08367,3031.06054
16,1,ARG,2,NationalCommitments,4,No,478,2040,841.0747977,50.014489,0,2972.556997,2958.969398,120.5677338,105.2036965,2088.922661,80216.0982,211.1491025,0.3,0.554552291,30306.58091,179.3124789,7145.555,0,71.12667561,0,0,0,0,0,0,39594.54868,68875.20538,30306.58091,3926,105294.1975,24709.28055,972.7236382,273678.5367,0,604.3333333,604.3333333,0,0,0,0,28.3359122,16.41272074,5.11507764924591E-02,1.391301121,10.53189035,0,0,0,123.3001998,3.567750253,97.04280687,26.25739296,148.6404571,0,8.071715809,-119.8340419,,-111.7623261,-2.995654922,0,5177.586421,-88.44219014,-31.39185174,181.7046434,197.2245762,1097.071329,0,0,443.0075418,0,3140.8,19767.42444,3103.072089
16,1,ARG,2,NationalCommitments,4,No,478,2035,760.6346579,48.912958,0,2972.556997,2958.694343,120.5461097,105.1834597,2091.975152,80216.0982,211.7128594,0.3,0.550208701,30306.58091,179.2846092,7145.555,0,71.12667561,0,0,0,0,0,0,38993.58946,72164.78352,30306.58091,3321.666667,105575.3274,22343.86507,972.7236382,273678.5367,0,604.3333333,604.3333333,0,0,0,0,27.6960764,15.90465197,0.052632035,1.431591359,10.35983307,0,0,0,123.0328138,3.559014455,96.80519317,26.22762061,147.7332353,0,7.825676357,-105.5450637,,-97.71938732,-2.995654922,0,4814.680483,-78.98539288,-26.55967079,180.6848298,190.6637644,1080.25008,0,0,445.1112051,0,2657.333333,17875.09205,3107.638112
16,1,ARG,2,NationalCommitments,4,No,478,2030,679.8784739,47.67856,0,2972.556997,2958.444797,120.5264807,105.1651167,2091.004075,80216.0982,212.2766163,0.3,0.545354038,25969.48231,179.2567395,7145.555,0,71.12667561,0,0,0,0,0,0,38413.14407,75118.62537,30306.58091,2717.333333,105856.4573,20293.67204,972.7236382,273678.5367,0,604.3333333,604.3333333,20.22389418,0,17.8631817,2.36071248,27.05809059,15.38860904,5.42585498836212E-02,1.475832557,10.19364899,138.6144155,30.1740621,108.4403534,122.0023264,3.528398706,95.97244479,26.02988159,146.064762,0,7.265768281,-92.516327,,-85.25055872,-2.995654922,0,4434.657706,-70.78883715,-21.72748985,179.5605394,184.0207493,1063.066639,0,0,447.2821807,0,2173.866667,16234.93763,3111.086394
16,1,ARG,2,NationalCommitments,4,No,478,2045,932.2855903,50.924787,0,2972.556997,2959.145877,120.5816515,105.2166062,2086.540742,80216.0982,211.1491025,0.3,0.558503362,30306.58091,179.3403486,7145.555,0,71.12667561,0,0,0,0,0,0,40193.50568,65273.60123,30306.58091,3926,105294.1975,27711.92769,972.7236382,273678.5367,0,0,0,0,0,0,0,28.9621494,16.90572215,4.97445908081968E-02,1.35305287,10.70337438,0,0,0,122.7268361,3.552299952,96.6225587,26.1042774,148.6933306,0,7.183788562,-131.8384553,,-124.6546667,-2.995654922,0,5520.058436,-100.4466035,-31.39185174,182.4701004,203.6158364,1112.847051,0,0,440.5540423,0,3140.8,22169.54216,3097.284895
16,1,ARG,2,NationalCommitments,4,No,478,2000,395.646,37.070774,2872.559752,2872.559752,2856.257841,106.1482929,91.89249049,2040.528992,80046.323,253.376,0.3,0.489222692,13741.006,182.989,6819.262,0,71.12667561,28640,25051.643,99870,0,33378,111781,28640,101472.2133,33378,0,109734.3052,0,444.4815452,273669,0,0,0,18.2323187,8.550519,8.2277013,1.4540984,18.07218095,8.116840585,5.34564765734753E-02,1.454016163,8.501324203,103.5024765,22.4409549,81.0615216,99.59374558,2.884911936,78.46960465,21.12414092,117.6659263,0,0,0,,0,-2.24E-07,0,2516.001669,0,0,148.6039351,158.1527206,472.804125,159.0679064,498.223,186.6458995,333.8,238.4,5334.981687,3017.769239
16,1,ARG,2,NationalCommitments,4,No,478,2050,1030.880607,51.621175,0,2972.556997,2959.15213,120.5820815,105.2171745,2086.321581,80216.0982,211.1491025,0.3,0.562492992,30306.58091,179.3682184,7145.555,0,71.12667561,0,0,0,0,0,0,40799.2847,61648.31076,30306.58091,3926,105294.1975,30731.43915,972.7236382,273678.5367,0,0,0,22.86782576,0,20.127744,2.74008176,29.59110311,17.39417703,4.85336214286958E-02,1.320114503,10.87681158,142.0936897,30.9744708,111.1192189,121.7482823,3.525230861,95.88627941,25.86200286,148.3437305,0,7.265610754,-143.9102912,,-136.6446805,-2.995654922,0,5853.660927,-112.5184395,-31.39185174,183.3029416,209.925743,1128.523123,0,0,438.328829,0,3140.8,24585.15132,3096.829599
16,1,ARG,2,NationalCommitments,4,No,478,2020,514.63,45.036032,2972.556997,2972.556997,2961.163536,120.6181935,105.2829631,2070.34883,80526.146,247.522,0.3,0.515704969,14683.949,179.201,7145.555,0,71.12667561,43076.7597,37523.767,74681,0,28573,127338.2403,43076.7597,75506.83557,30616.62871,304,107258.9889,16173.36311,732.424,273669,-184.0172692,4,-180.0172692,29.83891524,10.74322,17.6649018,1.43079344,28.12065085,16.3279941,5.25772343358517E-02,1.430100774,10.36255598,114.7574227,25.1920305,89.56539216,111.3239971,3.218529118,87.54399201,23.78000508,136.448993,13.99530782,20.03189434,-67.09094025,,-33.06373809,-2.995654922,12229.997,4060.600539,-64.66019065,-2.4307496,177.0415364,178.3768885,1241.959805,184.9294865,1400.38143,506.7293018,868.63509,243.2,12938.69049,3116.593275
16,1,ARG,3,GlobalSustainability,4,No,478,2045,932.2855903,50.924787,0,2972.556997,2044.764421,84.22658896,72.08295697,2086.540742,80526.146,213.5760534,0.3,0.621921898,30616.62871,179.3403486,7145.555,0,83.71051499,0,0,0,0,0,0,42459.05625,63864.15883,30616.62871,1926,106504.4505,27566.28168,732.424,273669,0,0,0,0,0,0,0,32.42842193,20.14832295,3.41208634850403E-02,0.928087487,11.3520115,0,0,0,120.1625221,3.481304773,94.69148984,25.47103222,149.5952891,0,0,-123.9118686,,-123.9118686,-2.995654922,0,6654.061751,-108.5117905,-15.40007806,195.7655649,325.7416798,1493.586137,0,0,454.1785137,0,1540.8,22053.02534,2142.518927
16,1,ARG,3,GlobalSustainability,4,No,478,2010,552.738,41.100123,2729.333937,2729.333937,2717.532154,93.24597678,91.14399065,2057.815527,80046.323,253.376,0.3,0.552689437,13741.006,182.989,6819.262,0,71.12667561,39003.1,30028.678,87264.8,0,30214,117187.1,39003.1,88757.13467,31101.59645,298,107269.8728,6668.727109,570.5689715,273669,-719.4916445,150,-569.4916445,24.90931696,11.2182021,12.0295539,1.66156096,23.26680895,10.68818177,6.10680627855108E-02,1.661051308,10.91757587,104.5578059,22.8655245,81.69228144,100.5416622,2.909226113,79.13095028,21.41071188,120.8128162,54.66663886,43.18141434,-29.04396795,,68.80408525,-2.995654922,12229.997,2898.304371,-26.66119367,-2.382774279,159.1128064,162.2486349,552.2896541,166.7163112,771.245,213.2664566,683.667,238.4,5334.981687,2875.866969
16,1,ARG,3,GlobalSustainability,4,No,478,2015,594.749,43.257065,2877.880119,2877.880119,2870.297177,107.5802527,98.68828318,2061.074555,80135.682,252.569,0.3,0.539161908,14301.064,182.488,7182.996,0,71.12667561,41339.1,35360.945,79400.3,0,29097,123832.6,41339.1,80813.80047,30800.64598,300,107265.1483,12503.85459,646.4506233,273669,-300.9504742,2,-298.9504742,27.2958235,12.7572059,12.7460424,1.7925752,26.87081101,12.91066558,6.58675867155497E-02,1.791598359,12.16854707,108.9213965,23.8325178,85.08887872,105.9398787,3.061820639,83.28152138,22.65835732,129.8150348,22.87564493,25.63954838,-52.38846925,,-3.873275943,-2.995654922,12229.997,3549.797923,-49.9897032,-2.398766053,183.1172176,187.6137804,724.3593922,196.6896796,603.48131,298.4276405,424.76128,240,10003.08367,3031.06054
16,1,ARG,3,GlobalSustainability,4,No,478,2020,514.63,45.036032,2972.556997,2972.556997,2961.163536,120.6181935,105.2829631,2070.34883,80526.146,247.522,0.3,0.515704969,14683.949,179.201,7145.555,0,71.12667561,43076.7597,37523.767,74681,0,28573,127338.2403,43076.7597,75506.83557,30616.62871,304,107258.9889,16173.36311,732.424,273669,-184.0172692,4,-180.0172692,29.83891524,10.74322,17.6649018,1.43079344,28.12065085,16.3279941,5.25772343358517E-02,1.430100774,10.36255598,114.7574227,25.1920305,89.56539216,111.3239971,3.218529118,87.54399201,23.78000508,136.448993,13.99530782,20.03189434,-67.09094025,,-33.06373809,-2.995654922,12229.997,4060.600539,-64.66019065,-2.4307496,177.0415364,178.3768885,1241.959805,184.9294865,1400.38143,506.7293018,868.63509,243.2,12938.69049,3116.593275
16,1,ARG,3,GlobalSustainability,4,No,478,2025,598.4148575,46.33752,0,2972.556997,2945.575387,119.6061249,104.3210927,2084.106799,80526.146,214.3344665,0.3,0.547660449,20326.71566,179.2288697,7145.555,0,74.16659082,0,0,0,0,0,0,42555.95676,75170.59814,30616.62871,1113,106882.6501,16597.7423,732.424,273669,0,809,809,0,0,0,0,29.46643066,16.55088918,5.64627552456199E-02,1.535786943,11.37975454,0,0,0,116.3925026,3.365720826,91.54760645,24.84489617,142.8632784,0,0,-73.55961271,,-73.55961271,-2.995654922,0,4197.007688,-64.66019065,-8.899422055,187.1587618,203.2137816,1126.556426,0,0,455.9318722,0,890.4,13278.19384,3100.084147
16,1,ARG,3,GlobalSustainability,4,No,478,2030,679.8784739,47.67856,0,2972.556997,2648.87657,108.2444679,93.96925677,2091.004075,80526.146,214.0816621,0.3,0.558117214,25969.48231,179.2567395,7145.555,0,76.87815577,0,0,0,0,0,0,42523.65659,74371.14294,30616.62871,1384,106756.5836,17284.56419,732.424,273669,0,271,271,20.22389418,0,17.8631817,2.36071248,30.19027514,17.49548313,4.86869539673355E-02,1.324285148,11.37050686,138.6144155,30.1740621,108.4403534,120.8195169,3.495462089,95.07656881,25.74294812,148.0141372,0,0,-78.4723731,,-78.4723731,-2.995654922,0,4787.716594,-67.40606571,-11.06630739,186.7079223,233.7903541,1215.183965,0,0,453.5233903,0,1107.2,13827.65135,2785.406438
16,1,ARG,3,GlobalSustainability,4,No,478,2035,760.6346579,48.912958,0,2972.556997,2403.805457,98.50573277,85.09294536,2091.975152,80526.146,213.8288577,0.3,0.567843247,30616.62871,179.2846092,7145.555,0,79.36236082,0,0,0,0,0,0,42491.35642,71139.41629,30616.62871,1655,106630.517,20403.65753,732.424,273669,0,271,271,0,0,0,0,30.92429962,18.40175128,4.26944544464904E-02,1.161289161,11.36125918,0,0,0,121.3321215,3.511733206,95.5191432,25.81297826,149.2607662,0,0,-93.10921712,,-93.10921712,-2.995654922,0,5396.542156,-79.8760244,-13.23319272,188.4184676,264.4054691,1306.562854,0,0,452.8322687,0,1324,16322.92602,2525.094311
16,1,ARG,3,GlobalSustainability,4,No,478,2040,841.0747977,50.014489,0,2972.556997,2205.902341,90.63703379,77.92274687,2088.922661,80526.146,213.5760534,0.3,0.588268389,30616.62871,179.3124789,7145.555,0,81.68561032,0,0,0,0,0,0,42459.05625,67628.98382,30616.62871,1926,106504.4505,23801.45669,732.424,273669,0,271,271,0,0,0,0,31.66616095,19.2818795,3.79511014844352E-02,1.03226996,11.3520115,0,0,0,121.1346565,3.507656653,95.40826097,25.72639551,149.8051625,0,0,-108.8603113,,-108.8603113,-2.995654922,0,6020.3095,-93.46023323,-15.40007806,191.5862047,295.073935,1399.702252,0,0,453.2581145,0,1540.8,19041.16535,2314.450598
16,1,ARG,3,GlobalSustainability,4,No,478,2050,1030.880607,51.621175,0,2972.556997,1910.002434,78.86228321,67.19782177,2086.321581,80526.146,213.5760534,0.3,0.698067787,30616.62871,179.3682184,7145.555,0,84.47681428,0,0,0,0,0,0,42459.05625,60019.67981,30616.62871,1926,106504.4505,31410.76071,732.424,273669,0,0,0,22.86782576,0,20.127744,2.74008176,33.19553065,21.00082692,3.09813322952983E-02,0.842692238,11.3520115,142.0936897,30.9744708,111.1192189,118.6432689,3.439209534,93.54649933,25.09676959,148.8431447,0,0,-139.2818782,,-139.2818782,-2.995654922,0,7301.538316,-123.8818001,-15.40007806,200.7173511,356.441263,1588.270675,0,0,455.6035056,0,1540.8,25128.60857,2000.426179
16,1,ARG,3,GlobalSustainability,4,No,478,2005,435.297,39.070501,2731.6537,2731.6537,2714.690365,97.39674171,83.70238064,2050.52648,80046.323,253.376,0.3,0.527527872,13741.006,182.989,6819.262,0,71.12667561,34791.6,28209.273,95129.3,0,31796,111952.1,34791.6,96724.55603,31821.0881,148,107343,2337.161378,503.594458,273669,-1556.911904,148,-1408.911904,26.98051638,14.7852297,10.9618782,1.23340848,26.81386187,11.04941067,4.53314244832427E-02,1.233014746,14.53143646,120.4185563,26.1500421,94.26851424,116.5906071,3.379949545,91.93462761,24.65597949,143.4044687,118.2762848,74.82308678,-10.52723021,,182.5721414,-2.63E-07,0,2299.982821,-9.343838956,-1.183391253,166.3417361,146.8133576,675.1640056,149.3774701,640.406,278.1716202,513.245,238.4,5334.981687,2868.606938
16,1,ARG,3,GlobalSustainability,4,No,478,2000,395.646,37.070774,2872.559752,2872.559752,2856.257841,106.1482929,91.89249049,2040.528992,80046.323,253.376,0.3,0.489222692,13741.006,182.989,6819.262,0,71.12667561,28640,25051.643,99870,0,33378,111781,28640,101472.2133,33378,0,109734.3052,0,444.4815452,273669,0,0,0,18.2323187,8.550519,8.2277013,1.4540984,18.07218095,8.116840585,5.34564765734753E-02,1.454016163,8.501324203,103.5024765,22.4409549,81.0615216,99.59374558,2.884911936,78.46960465,21.12414092,117.6659263,0,0,0,,0,-2.24E-07,0,2516.001669,0,0,148.6039351,158.1527206,472.804125,159.0679064,498.223,186.6458995,333.8,238.4,5334.981687,3017.769239
16,2,AUS,1,CurrentTrends,4,No,469,2000,873.304,19.017963,2308.907387,2308.907387,2297.822104,105.1931482,81.64755961,1857.919977,73277.241,441754.358,,0.184240332,17687.14,43549.492,25385.907,0,69.60095763,23769,21633.819,431700,0,131814.1,180946.9,23769,431700,131814.1,0,180143.432,0,803.4680028,768230,0,0,0,15.45317886,5.1249441,9.1462098,1.18202496,21.19225734,13.84367122,5.05360022487201E-02,1.374579261,5.974006854,110.3336886,32.23311,78.10057856,88.05757927,2.339627055,63.63785591,24.41972336,109.1447291,0,0,0,,0,-0.105107538,0,1227.699019,0,0,377.1742102,153.254851,1015.51401,151.1341797,951,423.3229637,1116.33865,0,63200.27278,2651.186961
